小Q整理中
測試頻道,#genre#
MTV Live HD|８０,tvbus://6KkQcWWPHAd5MuTaseQeai1b1o8Zx3zwS7LtXzERkChRirKYMUkjgRdeYS4Xs#p2p://fccsovh.pvbox.live:18912/5b1408f100084d6ada825c7c91f5af05.ts#p2p://fccseuro.pvbox.live:18912/5b1408f100084d6ada825c7c91f5af05.ts
Z頻道|８１,tvbus://6R1Mb1nKR5CvDNMeoPgdwFbgR4hAT8GoYmjAmg71KpcS1CnCZNqcsb5gvj6vq#p2p://fccsovh.pvbox.live:18912/5b14094a00088a56c163c32bb6faf8bc.ts#p2p://fccseuro.pvbox.live:18912/5b14094a00088a56c163c32bb6faf8bc.ts
寰宇新聞|８５,tvbus://7beSKBhbYwem2JMcyAPiw9Lq15919uQamc7r6Srh1Kq6TyFLWm#tvbus://6JKuKpFKftPN5faMaHje6597pVufZ44XiP8oC8uGCmw12E2XX1VNho9cNnR2c
八大娛樂台|８６失效,tvbus://68HTXA74c984HSYJrg7um6zdoF8KwdpiCsr76CjGKuW6gYTSabfKgqxNd7xtP
諸羅藝文|９０,http://61.58.60.230:9319/live/90.m3u8
非凡商業台|９１,tvbus://895W53umit5N3nDMJGrFAd5HWbQNByLPD4CmgFJAEkwTWdamqB#tvbus://6eWzSkXPamkfbbEuACBdRgUUCxCFicmZVui2zQcaYJj7HRNDY9yZRZmzPfZSx
三立財經新聞|９２,tvbus://5ZbnUfiKH4jFZ7uQoMMgk9o7GWhD8MZJa6ZM1cypdSZQFeYhLmRkU1NhreVFL#tvbus://7vrngitcWdRhRaWE5NSqqbC85RP52aPx4e2D9iLv1yE2Y8zSZo
三立iNEWS|９２,http://seb.sason.top/sc/slinews_fhd.m3u8
新唐人亞太台|９３,https://live.ntdimg.com/aplive200/playlist.m3u8
公視三台|９５,tvbus://6F5LQ73o1ic8HGkwvdC5Zw9m2xz9KQpEgrb1pTz9dvRLP6neoj8SD7Q511Maq
大愛二台|９６,http://61.58.60.230:9319/live/191.m3u8#tvbus://5gpZ12gBUN956QP3NRzrmDxarUBuCFwnrLoahRr6f7w9h3cJxLVxjVXKXXeHy
華藏電視|１０２,tvbus://5KJu4mHQebPojUWthRKPcWt2VcqW5jhRNQ5hTB15bqHMdL8SXBBsH6kYovvY2
FoodNetwork|１０８,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8#p2p://fccseuro.pvbox.live:18912/5b14092b000126610a53e060e2c8aa45.ts#p2p://fccsovh.pvbox.live:18912/5b14092b000126610a53e060e2c8aa45.ts
華視體育文化|１０９,tvbus://6bJSUQVVo3EoQuP1S1mA1KKDsG2qo52CjTKU4RDu7doyUGpHqXu5jDm2HvL4n
華視新聞資訊|１２１,http://seb.sason.top/sc/hsxw_fhd.m3u8#tvbus://5v634cmpVDfScXt8753ifdEd7G2JQYo51ikg3oTJVuFTz75T9W5PLXpgbcfNU
國會一台|１２３,http://61.58.60.230:9319/live/123.m3u8#tvbus://6JG8STKz4KFLM5D7nithFifWcDia8YRiBLrvCVgEse9DG81F6r5NKUQMijnNY
國會二台|１２４,http://61.58.60.230:9319/live/124.m3u8#tvbus://6ABgi8XPMfaivT1965Ad6R7hxuk3C3WjEFRnqPiMg5woXGTt1QJPc2tBu5FKo
幸福空間居家台|１２５,http://61.58.60.230:9319/live/125.m3u8
歐洲新聞台|１２９,http://61.58.60.230:9319/live/129.m3u8
韓國阿里郎|１３０,http://61.58.60.230:9319/live/130.m3u8
FRANCE 24新聞|１３１,http://61.58.60.230:9319/live/131.m3u8
民視影劇台|１４８,http://seb.sason.top/ptv/ftv.php?id=yj
民視綜藝台|１４９,http://seb.sason.top/ptv/ftv.php?id=zy
民視旅遊台|１５０,http://seb.sason.top/ptv/ftv.php?id=ly
民視第一台|１５１,http://seb.sason.top/ptv/ftv.php?id=dy#tvbus://6ednGj6km9MMnYffReGPEqn5nkuGF9JeeS8KYs1FfWdZD7TNDfeeHbjzWTS37
民視台灣台|１５２,http://seb.sason.top/ptv/ftv.php?id=tw#tvbus://83WXpNj2LANa9a9K37rfRY6pjfw41JwJbDwjeBMYbSZPNBECTp#tvbus://5qUwVXwdT4DdpcNKXRi77GdzH9Gb2ZQD5WWueA5WkZ7kpuvmC53oDoSCDVRTd
中視菁采台|１５３,tvbus://6edxsRpsnrGgn46ccQM5ZBXK7pscfDaqz45pGKWP8W9QfbuGeZbJE31cKeyiY
中視新聞台|１５４,http://seb.sason.top/sc/zsxw_fhd.m3u8#tvbus://5R9W8Pyu2dnVpue6Jsfx74SJwa1Vn2VtWxuDHCWihBMMFkrCMeMr7Wz1hdFdQ
台視新聞台|１５５,http://seb.sason.top/sc/tsxw_fhd.m3u8#tvbus://6ZmEsG1fAYZVjYz1Zv4p9b3tjEiYuxHqbe6QBtmNwtKuFCcfcxV7iM1snBVx9
台視財經台|１５６,tvbus://5QKsG2nutAoqFyBrLsWUUX6NyzLK8M2DTXtb2Z5ynMKNFnVZ1piYPwYmHuSUY
台視綜合台|１５７,tvbus://6Z9NPPR697ZRRs1JyrvJkcEFXT9iUZ1aDBMqTGdBsVM6ectZ9aKDNPk89SVYf
靖天資訊台|１５９,http://61.58.60.230:9319/live/202.m3u8
愛爾達體育1台|２００,tvbus://5NTfiiK2rBLvUCEpGRuWd4zKchfZoMGpK6Be9BsWUzyytKqNtpw8bWK7tZyjb#tvbus://6KhXj8xz99EuGM9rd2eDLTdMpPh4TH6ZumiQ1x4ehChL1KmSQmqDezSjQMq5C#tvbus://8kv3HHJ95f9f8Wm9DYtv2bXXztieEEhXabQH2q7uVqbsG6Mg4A#tvbus://6QWCbqrPq3wwbJ4L38r3G5fb3Zj5AfTm4gPgMxwJAUhvLZo87F3N3tLKGN56v
愛爾達體育2台|２０１,tvbus://6eUVgb2q6mR2wN3TuPNmKkqPmQvzaqgQQS6KEqahbV6rRSz1GSabpqWfnoCwb#tvbus://5iaCMsScXr5BP82USvKuvUMnVT3ZCxqHrpxA5Ar8RnqW2t5iEsRPKjX4UjmM7#tvbus://7EsoS5HVtrc5JCnFj9Rg2GvZh4Ghi31LcYBm6v8z1gzzsb1nfM#tvbus://5hfsk3SxhLLVMowdFbbrYLK77WGeDeuP2PosHg8y8YFj8kBiheeTxp3fXKXfb
愛爾達體育3台|２０２,tvbus://63GPxtiHLwo8KLGyPnjBQnTYgHyFUf2PHDwJfH8szh5gGhshnZZQV8ZagBirm#tvbus://5vvVp9p6pHnRoVko5KUH2jt1P3rAUzQs7a1px4auhe5DZCkMbG79vqu8LJH2t#tvbus://8kLevnKMiQQAQkf3AUtTcxusFx7ucoMhHvqe5NLwSn561zvUvH#tvbus://5XSQaD5wdt8NFhC9HHX3Ek3yXYPPtWm6YXpYNVd8SXMmjHkMmtA4k5jJm8zS7
星衛HD電影|２０４,tvbus://5ixd4eARkmWRUdmjnAu17xUsC7ngBWDaxsmgk4LcxkFCkXELGn8CrfBYQijmA#tvbus://6HEgk6v2dcFEp48HohXkhC73Pdye4wZ1Mgws8KK833aq6rAzythmo9Z4ZDnP9#tvbus://8PYuWLSUxaWWmToyETBUGr32gQJRDg9K11ix8evcc7nB5dhELy#p2p://fccsovh.pvbox.live:18912/5b140940000a727a11706edeb2e5c36b#p2p://fccseuro.pvbox.live:18912/5b140940000a727a11706edeb2e5c36b#p2p://fccsovh.pvbox.live:18912/5bdbf3b90004478a9a7be0f5af7ee982.ts#p2p://fccseuro.pvbox.live:18912/5bdbf3b90004478a9a7be0f5af7ee982.ts
NickJr.|２３１,tvbus://5zHPzU324J3guXpHAuUB3YnfR7KTBQxj5bcp4Da8iyYJDHJDhnrGAeCCeX9Tx
亞洲旅遊台|２３３,tvbus://6TGif8EbHMdyDFXSrEwTcoPZXaAuPMgDjDLNLLcgmTZEHxv7Snj16RYxM98ZM#p2p://fccseuro.pvbox.live:18912/5b140917000941832426c7a7c76903f7.ts
DMAX|２３４,tvbus://874a6KPRGwFtaEE5NnSUG4SpLz4nLvTYyypYupFCsw3UUSvmSi
Discovery科學|２３５,tvbus://6KC6sWoijKPxJj8XcFzYLTnhjTchqeGSQa8dVwajH2m4UHECcMd49yCFE9pq2
EVE|２３６,http://198.16.106.62:8278/streams/d/eve_zero/playlist.m3u8
DiscoveryAsia|２３７,tvbus://5VBcbUCJXNi2HkYD1f5MXD6QpZjqWst6kkytcp9xh6oFUoWRwm7FBsQzmat5s
博斯網球台|２４１,tvbus://5ZjaFSgh4BXSSVPJLgRybUYuxPeLQxLBSpnwqcUuvH4ZPWZuYFMNB4hwRXWui
博斯無限台|２４２,tvbus://6UKxSYxrqMVTE7RkrLjrLrbnQX2y2iRUJoYiWVEhqzr8uwZ7QJio6qbaVacHf
博斯高球1台|２４３,tvbus://61gn94JLNN2gxHHPZGD5N7wn8JfZSKsrwr9HnBrfoRA8Y6Lh4tfWzREoSsQJN
博斯高球2台|２４４,tvbus://5sBm5icQbDAZimzmUUCDWftepBhGDcrT4c21xnxyn8bBMtn7Jm7F1az6vdNJX
博斯運動一台|２４６,tvbus://5PWUSk5i67uQNx1TYcu9KANMCLe6CtTztGSgXAdnqqDpNX7YkVjUvscJDtYYo
大愛海外|２９７,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
CNBC Asia|３１１,tvbus://5ZDSmV1dT2PZUXpxX1z6AZrWhyyuqpqdbMpSfAJWeFN5wFEAYx5xspipEdxZi
希望電視台|４１１,tvbus://6XAXMTpAZewLnNstKjwysvqqJ4QZbKgW3za2rBdnbYMu1Khc81pg27JVtSSXu
唯心電視台|４１２,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
好消息二台|４１５,tvbus://6PDiL5v2TyzqJeK9W3V9eLRqsJaBAQhSWddfWofmEBe7USe38CBbqp3khAJWH

測試1頻道,#genre#

美亚电影台,http://crtv.crtv.ml:8080/live/twiptv/twiptv/24.ts
翡翠台,http://m.567it.com/jade.m3u8#http://198.16.106.58:8278/streams/d/Wlt/playlist.m3u8#http://185.180.221.194:8278/streams/d/Wlt/playlist.m3u8
翡翠台,https://cdn.hkdtmb.com/hls/81/index.m3u8#http://61.238.6.49:8000/bysid/1#http://livetv.dnsfor.me/channel.18.m3u8
J2,http://185.207.176.189:8080/channels/tv-82/playlist.m3u8#http://livetv.dnsfor.me:80/channel.19.m3u8#https://cdn.hkdtmb.com/hls/82/index.m3u8#http://61.238.6.49:8001/bysid/82
TVB星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8#http://185.180.221.194:8278/streams/d/Xinhe/playlist.m3u8
TVB 明珠台,http://m.567it.com/Pearl.m3u8#http://93.190.139.36:8278/streams/d/pearl_twn/playlist.m3u8#http://185.207.176.189:8080/channels/tv-84/playlist.m3u8#http://61.238.6.49:8001/bysid/2#https://cdn.hkdtmb.com/hls/84/index.m3u8
TVB财经资讯,http://livetv.dnsfor.me/channel.11.m3u8#http://61.238.6.49:8001/bysid/85/85.mpeg#http://185.207.176.189:8080/channels/tv-85/playlist.m3u8
TVB无线新闻,http://livetv.dnsfor.me/channel.10.m3u8#http://185.207.176.189:8080/channels/tv-83/playlist.m3u8#http://61.238.6.49:8001/bysid/83/83.mpeg
ViuTVsix,https://cdn.hkdtmb.com/hls/96/index.m3u8#http://61.238.6.49:8000/bysid/96#http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
ViuTV,http://livetv.dnsfor.me:80/channel.20.m3u8#http://61.238.6.49:8000/bysid/99#http://185.207.176.189:8080/channels/tv-99/playlist.m3u8#https://cdn.hkdtmb.com/hls/99/index.m3u8
香港国际财经,https://cdn.hkdtmb.com/hls/76/index.m3u8
香港开电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8#http://media.fantv.hk/m3u8/archive/channel2.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
東網直播1台,https://streamw-az-news3.on.cc/video/playlist720p.m3u8
有線新闻台,http://livetv.dnsfor.me:80/channel.5.m3u8
有線直播新聞,http://teslagram.com/live/channel_110.m3u8
香港綜合娛樂,http://livetv.dnsfor.me/channel.7.m3u8
C+頻道,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/01.m3u8 
香港电视 RHK31,http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-b.m3u8#http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_1080_av-b.m3u8#http://livetv.dnsfor.me/channel.1.m3u8
香港电视 RHK32,http://livetv.dnsfor.me/channel.2.m3u8#https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8
香港电视 RTHK33,https://cdn.hkdtmb.com/hls/33/index.m3u8
香港電台視像新聞,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
Now直播台,http://livetv.dnsfor.me:80/channel.3.m3u8#http://teslagram.com/live/channel_331.m3u8
Now新聞,http://livetv.dnsfor.me:80/channel.4.m3u8#http://teslagram.com/live/channel_332.m3u8
Now Sports Prime(hr),http://livetv.dnsfor.me:80/channel.12.m3u8#http://teslagram.com/live/channel_630.m3u8
UTV 賽馬直擊(hr),http://liveima.utvlive.top/livehls/MOB-HR/index.m3u8#http://livetv.dnsfor.me/channel.13.m3u8
有線18台(hr),rtmp://161.202.204.248:1935/sat/hk042#rtmp://59.124.75.130/sat/hk042
澳亞衛視(hr),http://stream.mastvnet.com/MASTV/sd/live.m3u8#http://61.58.60.230:9319/live/256.m3u8
澳门卫视(hr),http://stream.mastvnet.com/MSTV/SD/live.m3u8#http://122.100.174.244:9981/stream/channelid/664368602
有線體育台,rtmp://59.124.75.153/sat/hk011#rtmp://161.202.204.248:1935/sat/hk011
亞洲電視台,https://15813114727637862976168173814320.live.prod.hkatv.com/a1_cbr_hi_1080p.m3u8
亞旅衛視,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
第1财经,http://183.207.255.190/live/program/live/dycj/1300000/mnf.m3u8
陽光衛視,http://stream.isuntv.com/680k/mid_video_index.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
创世TV,https://cdn.deepcore.online/hlsme/ctv_hk_720.m3u8
澳視綜藝,http://live3.tdm.com.mo:1935/ch6/hd_ch6.live/playlist.m3u8 
澳门澳视卫视,http://live4.tdm.com.mo/ch3/definst//ch3.live/playlist.m3u8#http://live4.tdm.com.mo/ch3/ch3.live/chunklist_w1998934325.m3u8
澳门澳视体育,http://live4.tdm.com.mo/ch4/_definst_/sport_ch4.live/playlist.m3u8
澳视澳门,http://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视葡文,http://live4.tdm.com.mo/ch2/_definst_/ch2.live/playlist.m3u8#rtmp://live4.tdm.com.mo:80/ch2/_definst_/ch2.live#http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳视资讯,http://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳門莲花,http://36.37.252.114:888/Apple/OneTV-075/playlist.m3u8
澳門有线1,http://122.100.174.244:9981/stream/channelid/118256015#http://202.175.127.77/live/show/ch1/index.m3u8
澳門有线2,http://122.100.174.244:9981/stream/channelid/1644642950#http://202.175.127.77/live/show/ch2/index.m3u8
澳門有线3,http://122.100.174.244:9981/stream/channelid/118256015#http://202.175.127.77/live/show/ch3/index.m3u8 
民視,rtmp://59.124.75.130/sat/tv051#rtmp://161.202.204.248:1935/sat/tv051#http://185.207.176.189:8080/channels/tw-300/mpeg.2ts#http://198.16.106.62:8278/streams/d/ftvhd_taiwan/playlist.m3u8
民視台湾,http://198.16.106.62:8278/streams/d/ftvtaiwan_twn/playlist.m3u8#http://185.207.176.189:8080/channels/tw-302/mpeg.2ts
民視第一,http://185.207.176.189:8080/channels/tw-301/mpeg.2ts
民視新聞,http://185.207.176.189:8080/channels/tw-302/mpeg.2ts
華視,rtmp://161.202.204.248:1935/sat/tv111#http://185.207.176.189:8080/channels/tw-501/mpeg.2ts#rtmp://59.124.75.130/sat/tv111
華視新聞資訊,#http://185.207.176.189:8080/channels/tw-503/mpeg.2ts
華視教育体育,http://185.207.176.189:8080/channels/tw-502/mpeg.2ts
台視,rtmp://161.202.204.248:1935/sat/tv071#http://50.7.59.216:61980/myplay/cn_0_8815/index.m3u8?key=84797b799ae18d1b#rtmp://59.124.75.130/sat/tv071
台視新聞,http://50.7.59.216:61980/myplay/cn_0_8822/index.m3u8?key=84797b799ae18d1b
中視,rtmp://161.202.204.248:1935/sat/tv091#rtmp://59.124.75.130/sat/tv091#http://185.207.176.189:8080/channels/tw-100/mpeg.2ts
中視經典,http://185.207.176.189:8080/channels/tw-102/mpeg.2ts
中視精采,http://185.207.176.189:8080/channels/tw-103/mpeg.2ts
中視新聞,http://185.207.176.189:8080/channels/tw-101/mpeg.2ts
中天新聞,rtmp://161.202.204.248:1935/sat/tv521#rtmp://59.124.75.130/sat/tv521
中天綜合,http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8
中天娛樂,http://198.16.106.62:8278/streams/d/ctient/playlist.m3u8
中天亞洲,http://qqtv.nl:8080/OrangeaAndApple/$eK7pYrSG5Cfffxxxxyz/320670#https://nonton.site:8443/provision/pp/29602 
東森財經,http://50.7.59.216:61980/myplay/cn_4_14004/index.m3u8?key=84797b799ae18d1b#rtmp://59.124.75.130/sat/tv571#rtmp://161.202.204.248:1935/sat/tv571
東森新聞,http://50.7.59.216:61980/myplay/cn_4_14001/index.m3u8?key=84797b799ae18d1b
東森綜合,http://z1.ubtvfans.com/live/372/4e92bd0c93deb7b888d999d1dca0a893/index.m3u8
東森亞洲,http://qqtv.nl:8080/OrangeaAndApple/$eK7pYrSG5Cfffxxxxyz/319322
東森超视,rtmp://161.202.204.248:1935/sat/tv771#rtmp://59.124.75.130/sat/tv771
TVBS HD,http://198.16.106.62:8278/streams/d/tvbs/playlist.m3u8
TVBS新聞,http://seb.sason.top/sc/tvbsxw_fhd.m3u8#http://60.199.188.65/HLS/WG_TVBS-N/index.m3u8
TVBS歡樂,rtmp://161.202.204.248:1935/sat/tv421#rtmp://59.124.75.130/sat/tv421
三立新聞,http://198.16.106.62:8278/streams/d/sanlinews_zero/playlist.m3u8#http://60.199.188.65/HLS/WG_ETTV-N/02.m3u8
三立Live,http://bcoveliveios-i.akamaihd.net/hls/live/226708/4338955585001/master.m3u8#http://bddb.228888888.xyz:8081/live/ws127.m3u8
三立戏剧,http://198.16.106.62:8278/sanlixiju_zero/playlist.m3u8
三立台湾,http://198.16.106.62:8278/streams/d/sanlitaiwan/playlist.m3u8
臺新聞,https://usb.bozztv.com/ssh101/NEXTTVHD/NEXTTVHD/playlist.m3u8#http://50.7.59.216:61980/myplay/cn_2_12004/index.m3u8?key=84797b799ae18d1b
CHC高清电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8#rtmp://58.200.131.2:1935/livetv/chchd
CHC家庭电影,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8#rtmp://58.200.131.2:1935/livetv/chctv
CHC动作电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8#rtmp://58.200.131.2:1935/livetv/chcatv
緯來精采,http://198.16.106.62:8278/streams/d/videolandspecial_zero/playlist.m3u8
緯來電影,http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8
緯來日本,http://198.16.106.62:8278/streams/d/videolandjapan_zero/playlist.m3u8#rtmp://59.124.75.130/sat/tv521#rtmp://161.202.204.248:1935/sat/tv521
緯來体育,http://198.16.106.62:8278/streams/d/videolandsport_zero/playlist.m3u8#rtmp://161.202.204.248:1935/sat/tv721#rtmp://59.124.75.130/sat/tv721
緯來育樂,rtmp://161.202.204.248:1935/sat/tv701#http://50.7.59.216:61980/myplay/cn_4_14010/index.m3u8?key=84797b799ae18d1b#rtmp://59.124.75.130/sat/tv701
纬来戏剧,http://198.16.106.62:8278/streams/d/videolandxiju_zero/playlist.m3u8
纬来综合,http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
亞洲旅遊,http://198.16.106.62:8278/streams/d/tlcasia_zero/playlist.m3u8
ELTA影劇,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
ELTA综合,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
博斯运动1,rtmp://161.202.204.248:1935/sat/md041#rtmp://59.124.75.130/sat/md041
博斯运动2,rtmp://161.202.204.248:1935/sat/md201#rtmp://59.124.75.130/sat/md021
博斯网球台,rtmp://161.202.204.248:1935/sat/md051#rtmp://59.124.75.130/sat/md051
愛爾達體育1台,rtmp://161.202.204.248:1935/sat/md021
愛爾達體育2台,rtmp://161.202.204.248:1935/sat/md051
愛爾達體育3台,http://198.16.106.62:8278/streams/d/eltasport3_zero/playlist.m3u8#rtmp://161.202.204.248:1935/sat/md041
FOX運動1台,rtmp://161.202.204.248:1935/sat/tv731
FOX運動2台,rtmp://161.202.204.248:1935/sat/tv741
FOX體育3台,rtmp://161.202.204.248:1935/sat/md031
11 Sports 2,rtmp://161.202.204.248:1935/sat/md011#rtmp://59.124.75.130/sat/md011
11 Sports Plus,rtmp://161.202.204.248:1935/sat/md031#rtmp://59.124.75.130/sat/md031
亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
MOMO 綜合台,rtmp://161.202.204.248:1935/sat/tv761#rtmp://59.124.75.130/sat/tv761
TITV原住民族,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8#http://50.7.59.216:61980/myplay/cn_0_8825/index.m3u8?key=84797b799ae18d1b
CYC世新綜合,http://61.58.60.230:9319/live/49.m3u8
華藏衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
信吉電視,http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
人間衛視,http://54.64.23.79:1935/live/vod/playlist.m3u8
空中英語教室,http://220.158.149.28:8180/TV00000000000000000077@HHZT;LIVE#http://220.158.149.28:8180/live/TV00000000000000000077@HHZT
亞美衛視,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
CCTV-1综合,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225829/index.m3u8
CCTV-2财经,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225923/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-2/index.m3u8
CCTV-3综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-3/index.m3u8
CCTV-4中文国际,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-4/index.m3u8
CCTV-4美洲,https://cctvcnch5ca.v.wscdns.com/live/cctvamerica_2/index.m3u8
CCTV-4欧洲,https://cctvcnch5ca.v.wscdns.com/live/cctveurope_2/index.m3u8 
CCTV-5体育,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8#http://223.82.250.72/live/hdcctv05plus/1.m3u8#http://livetv.dnsfor.me/channel.17.m3u8
CCTV-5+体育,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8
CCTV-6电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-6/index.m3u8
CCTV-7军事农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-7/index.m3u8
CCTV-8电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-8/index.m3u8
CCTV-9记录,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226923/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-9/index.m3u8
CCTV-10科教,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225777/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-11/index.m3u8
CCTV-11戏曲,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225815/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-11/index.m3u8
CCTV-12社会与法,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225816/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-12/index.m3u8
CCTV-13新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-13/index.m3u8
CCTV-14少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-14/index.m3u8
CCTV-15音乐,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8#http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-15/index.m3u8
CCTV-17 农业农村,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
五星体育,http://117.156.28.119/PLTV/88888888/224/3221225603/index.m3u8#http://183.207.255.190/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/2300000/mnf.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
新视觉,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/xsjhd/2300000/mnf.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8#http://liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
